  0.230538E+00  0.869447E+06  0.864689E+06  0.000000E+00  0.000000E+00  0.240246E+05  0.864915E+06
  0.281580E+00  0.661732E+06  0.658479E+06  0.000000E+00  0.000000E+00  0.132913E+05  0.658318E+06
  0.343923E+00  0.494412E+06  0.492024E+06  0.000000E+00  0.000000E+00  0.715036E+04  0.491855E+06
  0.420069E+00  0.365649E+06  0.363856E+06  0.000000E+00  0.000000E+00  0.377505E+04  0.363747E+06
  0.513073E+00  0.269341E+06  0.268034E+06  0.000000E+00  0.000000E+00  0.196979E+04  0.267939E+06
  0.626669E+00  0.197071E+06  0.196114E+06  0.000000E+00  0.000000E+00  0.101381E+04  0.196043E+06
  0.765415E+00  0.143426E+06  0.142731E+06  0.000000E+00  0.000000E+00  0.515759E+03  0.142677E+06
  0.934879E+00  0.103863E+06  0.103360E+06  0.000000E+00  0.000000E+00  0.259603E+03  0.103320E+06
  0.114187E+01  0.748783E+05  0.745154E+05  0.000000E+00  0.000000E+00  0.129432E+03  0.744867E+05
  0.139468E+01  0.537617E+05  0.535011E+05  0.000000E+00  0.000000E+00  0.639797E+02  0.534803E+05
  0.170346E+01  0.384571E+05  0.382708E+05  0.000000E+00  0.000000E+00  0.313828E+02  0.382558E+05
  0.208061E+01  0.274161E+05  0.272832E+05  0.000000E+00  0.000000E+00  0.152873E+02  0.272725E+05
  0.254127E+01  0.194841E+05  0.193897E+05  0.000000E+00  0.000000E+00  0.740066E+01  0.193821E+05
  0.310391E+01  0.138076E+05  0.137406E+05  0.000000E+00  0.000000E+00  0.356280E+01  0.137352E+05
  0.379113E+01  0.975922E+04  0.971190E+04  0.000000E+00  0.000000E+00  0.170672E+01  0.970809E+04
  0.463049E+01  0.688121E+04  0.684783E+04  0.000000E+00  0.000000E+00  0.813986E+00  0.684516E+04
  0.565569E+01  0.484114E+04  0.481762E+04  0.000000E+00  0.000000E+00  0.386687E+00  0.481577E+04
  0.690788E+01  0.339886E+04  0.338232E+04  0.000000E+00  0.000000E+00  0.183054E+00  0.338104E+04
  0.843731E+01  0.238170E+04  0.237009E+04  0.000000E+00  0.000000E+00  0.863869E-01  0.236922E+04
  0.103053E+02  0.166599E+04  0.165783E+04  0.000000E+00  0.000000E+00  0.406555E-01  0.165725E+04
  0.125870E+02  0.116342E+04  0.115770E+04  0.000000E+00  0.000000E+00  0.190853E-01  0.115731E+04
  0.153738E+02  0.811201E+03  0.807176E+03  0.000000E+00  0.000000E+00  0.893975E-02  0.806937E+03
  0.187776E+02  0.564791E+03  0.561955E+03  0.000000E+00  0.000000E+00  0.417920E-02  0.561816E+03
  0.229350E+02  0.392689E+03  0.390683E+03  0.000000E+00  0.000000E+00  0.195019E-02  0.390616E+03
  0.280128E+02  0.272675E+03  0.271245E+03  0.000000E+00  0.000000E+00  0.908553E-03  0.271229E+03
  0.342149E+02  0.189101E+03  0.188072E+03  0.000000E+00  0.000000E+00  0.422632E-03  0.188093E+03
  0.417902E+02  0.130982E+03  0.130231E+03  0.000000E+00  0.000000E+00  0.196303E-03  0.130278E+03
  0.510427E+02  0.906154E+02  0.900553E+02  0.000000E+00  0.000000E+00  0.910606E-04  0.901217E+02
  0.623437E+02  0.626108E+02  0.621826E+02  0.000000E+00  0.000000E+00  0.421835E-04  0.622633E+02
  0.761468E+02  0.432040E+02  0.428664E+02  0.000000E+00  0.000000E+00  0.195116E-04  0.429576E+02
  0.930059E+02  0.297691E+02  0.294934E+02  0.000000E+00  0.000000E+00  0.901083E-05  0.295925E+02
  0.113598E+03  0.204773E+02  0.202439E+02  0.000000E+00  0.000000E+00  0.415400E-05  0.203490E+02
  0.138748E+03  0.140572E+02  0.138527E+02  0.000000E+00  0.000000E+00  0.191061E-05  0.139622E+02
  0.169468E+03  0.962526E+01  0.944097E+01  0.000000E+00  0.000000E+00  0.876365E-06  0.955328E+01
  0.206988E+03  0.656915E+01  0.639970E+01  0.000000E+00  0.000000E+00  0.400520E-06  0.651319E+01
  0.252816E+03  0.446459E+01  0.430715E+01  0.000000E+00  0.000000E+00  0.182166E-06  0.441993E+01
  0.308791E+03  0.301827E+01  0.287200E+01  0.000000E+00  0.000000E+00  0.823678E-07  0.298184E+01
  0.377157E+03  0.202764E+01  0.189324E+01  0.000000E+00  0.000000E+00  0.369968E-07  0.199751E+01
  0.460661E+03  0.135288E+01  0.123198E+01  0.000000E+00  0.000000E+00  0.164799E-07  0.132789E+01
  0.562652E+03  0.897220E+00  0.791506E+00  0.000000E+00  0.000000E+00  0.729607E-08  0.876644E+00
